Kode_Desa,n_flagged_records,dominant_typology,top_rda_feature,persistence_score,years_flagged,Nama_Desa
1501112014,3,T2_Ghost,activity_category,0.6667,2,Kemantan Hilir
1501112018,5,T2_Ghost,cost_deviation_by_category,0.6667,2,Kemantan Agung
1501112019,2,T2_Ghost,cost_deviation_by_category,0.6667,2,Sungaideras
1501112022,10,T2_Ghost,cost_deviation_by_category,0.6667,2,Baru Sungaideras
1501112023,2,T2_Ghost,cost_per_unit,0.6667,2,Taman Jernih Sungaitutung
1501112025,3,T2_Ghost,avg_completion,0.6667,2,Kemantan Raya
1501112027,2,T2_Ghost,activity_category,0.6667,2,Air Panas Sungaiabu
1509052003,4,T2_Ghost,cost_deviation_by_category,0.6667,2,Teluk Langkap
1509052006,4,T5_ProcurementIrregularity,activity_category,0.6667,2,Jati Belarik
1509052008,4,T5_ProcurementIrregularity,swakelola_high_value,0.6667,2,Teriti
1509052009,4,T5_ProcurementIrregularity,avg_completion,0.6667,2,Suo-Suo
1509052011,2,T2_Ghost,cost_per_unit,0.6667,2,Semambu
1509052012,3,T1_Markup,cost_deviation_by_category,0.6667,2,Pemayungan
1509062001,2,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Tanjung Pucuk Jambi
1509062005,6,T2_Ghost,activity_category,0.6667,2,Aur Cino
1501162039,5,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Demong Sakti
1501172001,2,Unclassified,cost_per_unit,0.6667,2,Belui
1501172010,4,T2_Ghost,avg_completion,0.6667,2,Sekungkung
1509032012,6,T2_Ghost,cost_per_unit,0.6667,2,Malako Intan
1509032018,2,T5_ProcurementIrregularity,avg_completion,0.6667,2,Ulak Banjir Rambahan
1509042004,8,T2_Ghost,avg_completion,0.6667,2,Purwo Harjo
1509042006,11,T2_Ghost,cost_deviation_by_category,0.6667,2,Tirta Kencana
1509052002,4,T5_ProcurementIrregularity,cost_per_unit,0.6667,2,Lembak Bungur
1501162013,7,T2_Ghost,activity_category,0.6667,2,Koto Beringin
1501162014,5,Unclassified,swakelola_high_value,0.6667,2,Dusun Baru
1501162015,3,T1_Markup,cost_deviation_by_category,0.6667,2,Dusun Dalam
1501162019,3,T7_CrossCatDump,cost_deviation_by_category,0.6667,2,Koto Aro
1501162024,2,T1_Markup,avg_completion,0.6667,2,Siulak Kecil Hilir
1501162028,4,T2_Ghost,activity_category,0.6667,2,Telago Biru
1501162035,4,T2_Ghost,cost_deviation_by_category,0.6667,2,Plak Naneh
1501162036,3,T5_ProcurementIrregularity,activity_category,0.6667,2,Padang Jantung
1572032008,5,T5_ProcurementIrregularity,activity_category,0.6667,2,Larik Kemahan
1572032012,8,Unclassified,cost_per_unit,0.6667,2,Tanjung Muda
1501022006,3,T2_Ghost,cost_per_unit,0.6667,2,Cupak
1572082001,5,T5_ProcurementIrregularity,swakelola_high_value,0.6667,2,Sumur Anyir
1501022002,3,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Kota Baru Sanggaran Agung
1501012019,3,T2_Ghost,cost_deviation_by_category,0.6667,2,Kebun Lima
1501012012,5,T2_Ghost,cost_deviation_by_category,0.6667,2,Perikan Tengah
1572072004,7,T1_Markup,cost_deviation_by_category,0.6667,2,Dujung Sakti
1501082022,3,T2_Ghost,cost_deviation_by_category,0.6667,2,Pulautengah
1501082025,2,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Jembatan Merah Pulau Tengah
1509122001,3,T1_Markup,activity_category,0.6667,2,Tanah Garo
1509122005,4,T2_Ghost,cost_per_unit,0.6667,2,Tambun Arang
1509122008,5,Unclassified,cost_deviation_by_category,0.6667,2,Olak Kemang
1572012004,9,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Pasar Baru
1572022008,8,T5_ProcurementIrregularity,avg_completion,0.6667,2,Koto Duo
1572032004,7,T2_Ghost,activity_category,0.6667,2,Tanjung
1501062019,2,T2_Ghost,cost_per_unit,0.6667,2,Siulak Tenang
1501072006,3,T2_Ghost,activity_category,0.6667,2,Lubuk Paku
1501072007,6,T2_Ghost,avg_completion,0.6667,2,Tamiai
1501072009,4,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Pasar Tamiai
1501082001,2,T2_Ghost,swakelola_high_value,0.6667,2,Jujun
1501082005,4,T1_Markup,cost_per_unit,0.6667,2,Tanjungbatu
1501082013,5,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Dsn. Baru P. Tengah
1501082019,3,Unclassified,cost_per_unit,0.6667,2,Koto Agung
1501092047,2,T2_Ghost,activity_category,0.6667,2,Sangir Tengah
1501112001,2,T2_Ghost,cost_deviation_by_category,0.6667,2,Kemantan Tinggi
1501112002,4,T2_Ghost,avg_completion,0.6667,2,Kemantan Kebalai
1501112005,4,T2_Ghost,activity_category,0.6667,2,Pondok Sungaiabu
1501112010,4,T2_Ghost,activity_category,0.6667,2,Pungut Tengah
1501062011,4,T2_Ghost,activity_category,0.6667,2,Sungaibatu Gantih
1501062013,6,T2_Ghost,activity_category,0.6667,2,Simpang Tutup
1501062017,5,T2_Ghost,cost_deviation_by_category,0.6667,2,Sungaigelampeh
1505042020,3,T2_Ghost,cost_per_unit,0.6667,2,Lubuk Raman
1505052001,5,T2_Ghost,avg_completion,0.6667,2,Tanjung Pauh Km. 32
1505052002,2,Unclassified,cost_deviation_by_category,0.6667,2,Pelempang
1505052003,3,Unclassified,activity_category,0.6667,2,Sungai Landai
1505052005,2,Unclassified,cost_deviation_by_category,0.6667,2,Nagasari
1505052010,4,T2_Ghost,activity_category,0.6667,2,Baru
1505052011,6,T2_Ghost,cost_deviation_by_category,0.6667,2,Tanjung Pauh Km. 39
1505052017,5,T2_Ghost,swakelola_high_value,0.6667,2,Suka Maju
1505092001,2,T1_Markup,cost_per_unit,0.6667,2,Talang Bukit
1505092002,3,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Talang Datar
1505092003,3,T1_Markup,avg_completion,0.6667,2,Sumber Mulya
1505092004,3,T2_Ghost,activity_category,0.6667,2,Mulya Jaya
1505042003,2,T5_ProcurementIrregularity,avg_completion,0.6667,2,Tanjung Katung
1505042004,2,T2_Ghost,avg_completion,0.6667,2,Jambi Tulo
1505042007,7,Unclassified,cost_per_unit,0.6667,2,Muaro Jambi
1505042016,3,T2_Ghost,swakelola_high_value,0.6667,2,Niaso
1505072033,3,Unclassified,activity_category,0.6667,2,Bakti Mulya
1505082003,3,T5_ProcurementIrregularity,cost_deviation_by_category,0.6667,2,Talang Kerinci
1505082005,6,T2_Ghost,activity_category,0.6667,2,Tangkit
1505082008,3,Unclassified,cost_deviation_by_category,0.6667,2,Parit
1505082009,3,T5_ProcurementIrregularity,swakelola_high_value,0.6667,2,Petaling Jaya
1505082013,5,T2_Ghost,swakelola_high_value,0.6667,2,Mekar Jaya
1505082014,3,T2_Ghost,cost_per_unit,0.6667,2,Sido Mukti
1505082015,5,T2_Ghost,activity_category,0.6667,2,Gambut Jaya
1505062015,3,Unclassified,cost_deviation_by_category,0.6667,2,Sipin Teluk Duren
1505062016,4,T2_Ghost,avg_completion,0.6667,2,Arang Arang
1505062018,2,Unclassified,cost_deviation_by_category,0.6667,2,Sungai Terap
1505072004,4,T5_ProcurementIrregularity,avg_completion,0.6667,2,Suka Makmur
1505072005,3,T1_Markup,cost_deviation_by_category,0.6667,2,Marga Mulya
1505072007,4,T2_Ghost,cost_per_unit,0.6667,2,Marga Manunggal Jaya
1505072018,5,T2_Ghost,cost_deviation_by_category,0.6667,2,Bukit Makmur
1505072021,2,Unclassified,cost_deviation_by_category,0.6667,2,Bukit Mas
