Kode_Desa,years_flagged,n_years,persistence_score,priority_tier,Nama_Desa
1503012019,1,3,0.3333,Tier 2 – Moderate,Kasiro
1503012013,1,3,0.3333,Tier 2 – Moderate,Datuk Nan Duo
1572032011,1,3,0.3333,Tier 2 – Moderate,Koto Dian
1501022018,1,3,0.3333,Tier 2 – Moderate,Tanjungharapan
1503102007,1,3,0.3333,Tier 2 – Moderate,Tambang Tinggi
1504012018,1,3,0.3333,Tier 2 – Moderate,Sengkati Mudo
1505032002,1,3,0.3333,Tier 2 – Moderate,Pulau Mentaro
1505032010,1,3,0.3333,Tier 2 – Moderate,Jebus
1506122009,1,3,0.3333,Tier 2 – Moderate,Kuala Indah
1503022014,1,3,0.3333,Tier 2 – Moderate,Tanjung Raden
1501202014,1,3,0.3333,Tier 2 – Moderate,Pengasi Baru
1502012010,1,3,0.3333,Tier 2 – Moderate,Koto Renah
1501182008,1,3,0.3333,Tier 2 – Moderate,Sungailangkap
1501202013,1,3,0.3333,Tier 2 – Moderate,Karang Pandan
1501192016,1,3,0.3333,Tier 2 – Moderate,Pasar Minggu
1506072006,1,3,0.3333,Tier 2 – Moderate,Lubuk Bernai
1503042003,1,3,0.3333,Tier 2 – Moderate,Batu Ampar
1503022017,1,3,0.3333,Tier 2 – Moderate,Muara Mensao
1506092003,1,3,0.3333,Tier 2 – Moderate,Intan Jaya
1506082007,1,3,0.3333,Tier 2 – Moderate,Muaradanau
1506082008,1,3,0.3333,Tier 2 – Moderate,Tanahtumbuh
1506072009,1,3,0.3333,Tier 2 – Moderate,Rawangkempas
1506082003,1,3,0.3333,Tier 2 – Moderate,Rantau Benar
1506072011,1,3,0.3333,Tier 2 – Moderate,Sungaibadar
1506082004,1,3,0.3333,Tier 2 – Moderate,Lampisi
1506082006,1,3,0.3333,Tier 2 – Moderate,Sungairotan
1506092006,1,3,0.3333,Tier 2 – Moderate,Rantau Badak Lamo
1506082009,1,3,0.3333,Tier 2 – Moderate,Sungaipaur
1506112003,1,3,0.3333,Tier 2 – Moderate,Tanjungsenjulang
1506102005,1,3,0.3333,Tier 2 – Moderate,Mekar Alam
1506102004,1,3,0.3333,Tier 2 – Moderate,Telukpulai Raya
1506102003,1,3,0.3333,Tier 2 – Moderate,Kuala Baru
1506072005,1,3,0.3333,Tier 2 – Moderate,Kampung Baru
1501202004,1,3,0.3333,Tier 2 – Moderate,Lolo Hilir
1506072004,1,3,0.3333,Tier 2 – Moderate,Tanjungbojo
1506032019,1,3,0.3333,Tier 2 – Moderate,Sungairaya
1506042008,1,3,0.3333,Tier 2 – Moderate,Makmur Jaya
1506052013,1,3,0.3333,Tier 2 – Moderate,Bukitharapan
1506032014,1,3,0.3333,Tier 2 – Moderate,Sungaijering
1503062022,1,3,0.3333,Tier 2 – Moderate,Mandiangin Pasar
1501172007,1,3,0.3333,Tier 2 – Moderate,Koto Tuo
1501162030,1,3,0.3333,Tier 2 – Moderate,Tutung Bungkuk
1509022014,1,3,0.3333,Tier 2 – Moderate,Kunangan
1501172012,1,3,0.3333,Tier 2 – Moderate,Koto Lanang
1509022011,1,3,0.3333,Tier 2 – Moderate,Betung Bedarah Timur
1503062023,1,3,0.3333,Tier 2 – Moderate,Sungai Rotan
1503062021,1,3,0.3333,Tier 2 – Moderate,Kute Jaye
1503062009,1,3,0.3333,Tier 2 – Moderate,Kertopati
1501112028,1,3,0.3333,Tier 2 – Moderate,Baru Sungaiabu
1509032015,1,3,0.3333,Tier 2 – Moderate,Jambu
1506032017,1,3,0.3333,Tier 2 – Moderate,Sungaibaung
1509062003,1,3,0.3333,Tier 2 – Moderate,Teluk Kayu Putih
1509062007,1,3,0.3333,Tier 2 – Moderate,Muara Niro
1501162007,1,3,0.3333,Tier 2 – Moderate,Koto Rendah
1503062002,1,3,0.3333,Tier 2 – Moderate,Rangkiling Simpang
1503052021,1,3,0.3333,Tier 2 – Moderate,Pasar Pelawan
1503062004,1,3,0.3333,Tier 2 – Moderate,Gurun Tuo Simpang
1503062005,1,3,0.3333,Tier 2 – Moderate,Gurun Mudo
1505112005,1,3,0.3333,Tier 2 – Moderate,Teluk Jambu
1503052013,1,3,0.3333,Tier 2 – Moderate,Sungai Merah
1503042022,1,3,0.3333,Tier 2 – Moderate,Danau Serdang
1506012006,1,3,0.3333,Tier 2 – Moderate,Taman Raja
1505112004,1,3,0.3333,Tier 2 – Moderate,Kemingking Dalam
1505112009,1,3,0.3333,Tier 2 – Moderate,Rukam
1506092010,1,3,0.3333,Tier 2 – Moderate,Pematang Balam
1506092009,1,3,0.3333,Tier 2 – Moderate,Sungaimuluk
1501022013,1,3,0.3333,Tier 2 – Moderate,Simpang Empat
1501022005,1,3,0.3333,Tier 2 – Moderate,Tebing Tinggi
1501022001,1,3,0.3333,Tier 2 – Moderate,Sanggaran Agung
1501022015,1,3,0.3333,Tier 2 – Moderate,Dusun Baru Tanjung Tanah
1505012011,1,3,0.3333,Tier 2 – Moderate,Sembubuk
1505012013,1,3,0.3333,Tier 2 – Moderate,Penyengat Olak
1505032018,1,3,0.3333,Tier 2 – Moderate,Rondang
1505042017,1,3,0.3333,Tier 2 – Moderate,Bakung
1504032010,1,3,0.3333,Tier 2 – Moderate,Rambahan
1505052006,1,3,0.3333,Tier 2 – Moderate,Sebapo
1505052016,1,3,0.3333,Tier 2 – Moderate,Pondok Meja
1505062002,1,3,0.3333,Tier 2 – Moderate,Muara Kumpeh
1503092010,1,3,0.3333,Tier 2 – Moderate,Bukit Talang Mas
1505062003,1,3,0.3333,Tier 2 – Moderate,Kota Karang
1503102004,1,3,0.3333,Tier 2 – Moderate,Teluktigo
1505112010,1,3,0.3333,Tier 2 – Moderate,Manis Mato
1505062011,1,3,0.3333,Tier 2 – Moderate,Tarikan
1505092009,1,3,0.3333,Tier 2 – Moderate,Markanding
1505092011,1,3,0.3333,Tier 2 – Moderate,Bahar Mulya
1501092041,1,3,0.3333,Tier 2 – Moderate,Renah Kasah
1501092048,1,3,0.3333,Tier 2 – Moderate,Tanjungbungo
1505082004,1,3,0.3333,Tier 2 – Moderate,Ladang Panjang
1505092007,1,3,0.3333,Tier 2 – Moderate,Sumber Jaya
1505092008,1,3,0.3333,Tier 2 – Moderate,Pinang Tinggi
1505072006,1,3,0.3333,Tier 2 – Moderate,Panca Mulya
1505062023,1,3,0.3333,Tier 2 – Moderate,Kasang Kumpeh
1505072012,1,3,0.3333,Tier 2 – Moderate,Tanjung Harapan
1505102008,1,3,0.3333,Tier 2 – Moderate,Bukit Jaya
1503082014,1,3,0.3333,Tier 2 – Moderate,Suka Jadi
1503082013,1,3,0.3333,Tier 2 – Moderate,Muaralati
1503082005,1,3,0.3333,Tier 2 – Moderate,Bangun Jayo
1503052003,1,3,0.3333,Tier 2 – Moderate,Pulauaro
1501022004,1,3,0.3333,Tier 2 – Moderate,Seleman
1503092013,1,3,0.3333,Tier 2 – Moderate,Sendang Sari
1501082004,1,3,0.3333,Tier 2 – Moderate,Pidung
1501082018,1,3,0.3333,Tier 2 – Moderate,Telago
1504052013,0,3,0.0,Tier 3 – Not Flagged,Pulau Raman
1502172003,0,3,0.0,Tier 3 – Not Flagged,Birun
1507052002,0,3,0.0,Tier 3 – Not Flagged,Air Hitam Laut
1507042013,0,3,0.0,Tier 3 – Not Flagged,Karya Bakti
1503022010,0,3,0.0,Tier 3 – Not Flagged,Maribung
1503012018,0,3,0.0,Tier 3 – Not Flagged,Padang Jering
1506132002,0,3,0.0,Tier 3 – Not Flagged,Sungaikayu Aro
1506072007,0,3,0.0,Tier 3 – Not Flagged,Rawamedang
1503022011,0,3,0.0,Tier 3 – Not Flagged,Napal Melintang
1506092008,0,3,0.0,Tier 3 – Not Flagged,Sungaipapauh
1506082010,0,3,0.0,Tier 3 – Not Flagged,Bukitbakar
1506112010,0,3,0.0,Tier 3 – Not Flagged,Semau
1506062006,0,3,0.0,Tier 3 – Not Flagged,Telukpengkah
1506052006,0,3,0.0,Tier 3 – Not Flagged,Lubuk Terap
1506052005,0,3,0.0,Tier 3 – Not Flagged,Penyabungan
1503062020,0,3,0.0,Tier 3 – Not Flagged,Gurun Baru
1506102008,0,3,0.0,Tier 3 – Not Flagged,Muaraseberang
1506112008,0,3,0.0,Tier 3 – Not Flagged,Kemuning
1501162034,0,3,0.0,Tier 3 – Not Flagged,Bendar Sedap
1509032004,0,3,0.0,Tier 3 – Not Flagged,Teluk Kembang Jambu
1506102006,0,3,0.0,Tier 3 – Not Flagged,Harapan Jaya
1506012021,0,3,0.0,Tier 3 – Not Flagged,Badang Sepakat
1506032007,0,3,0.0,Tier 3 – Not Flagged,Sungaiserindit
1503052023,0,3,0.0,Tier 3 – Not Flagged,Lubuk Sayak
1503092005,0,3,0.0,Tier 3 – Not Flagged,Bukitmurau
1505032011,0,3,0.0,Tier 3 – Not Flagged,Gedong Karya
1505052004,0,3,0.0,Tier 3 – Not Flagged,Ibru
1501012002,0,1,0.0,Tier 3 – Not Flagged,Air Mumu
